filename,Question_id,models_total,majority_answer,majority_full_example,agree_models,disagree_models,agree_count,disagree_count,agreement_percentage,yes_count,no_count,na_count,CHECK_exact2_any,gpt5_answer,_base_counts,audit_verdict,manual_check,post_yes,post_no,post_na,Unique,100%,75%,50%
java/Alovoa@alovoa/gha_maven.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.11,5,25,65
java/AlphaWallet@alpha-wallet-android/gha_ci.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,Question_06.12,6,38,51
java/Angular2Guy@Angular2AndJavaEE/gha_codeql-analysis.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,Question_06.13,5,26,64
java/AsyncHttpClient@async-http-client/gha_builds.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.14,35,34,26
java/AuraDevelopmentTeam@BungeeChat2/gha_code_checks_reports.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.15,24,67,4
java/AuthMe@AuthMeReloaded/gha_maven.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.16,6,15,74
java/AxolotlClient@AxolotlClient-mod/gha_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.17,27,41,27
java/AxonFramework@extension-kafka/gha_add-to-project.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,Question_06.18,69,24,2
java/Azure-Samples@azure-search-openai-demo-java/gha_stale-bot.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,Question_06.19,31,47,17
java/Azure-Samples@java-on-azure-examples/gha_1_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,Question_06.20,88,6,1
java/BenCodez@AdvancedCore/gha_publish-javadoc.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.21,57,37,1
java/BetterGUI-MC@BetterGUI/gha_maven-build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.22,10,37,48
java/BreweryTeam@BreweryX/gha_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.23,2,28,65
java/BroncBotz3481@YAGSL-Example/gha_test.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.24,35,34,26
java/ByteLegendQuest@remember-brave-people/gha_check.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.25,3,52,40
java/CDCgov@prime-simplereport/gha_checkGraphql.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,Question_06.26,36,46,13
java/CROSSINGTUD@CryptoAnalysis/gha_merge_queue_ubuntu.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.27,17,36,42
java/CallmeSHaobe@123Technology/gha_build-and-test.yml,Question_06.1,4,n/a,n/a. the job name is defined in the reused workflow.,"['gemma3:12b', 'phi4:14b']","['llama3.1:8b', 'mistral:7b']",2,2,50,2,0,2,TRUE,n/a,"{'yes': 2, 'no': 0, 'n/a': 2}",true_positive,FALSE,2,0,3,Question_06.28,19,27,49
java/Cap-go@capacitor-inappbrowser/gha_test.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,Question_06.29,16,40,39
java/CatimaLoyalty@Android/gha_contributors-to-file.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,Question_06.30,3,42,50
java/CleanroomMC@Fugue/gha_release.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/CloudExplorer-Dev@CloudExplorer-Lite/gha_issue-comment.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/Col-E@Recaf/gha_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/ConsensusJ@consensusj/gha_gradle-wrapper-validation.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/ControlSystemStudio@phoebus/gha_build_latest.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/CorfuDB@CorfuDB/gha_integration-test.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/Cosmic-Ide@Cosmic-IDE/gha_android.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/Countly@countly-sdk-android/gha_build_and_test_sdk.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/Crazy-Marvin@Flashy/gha_codeql-analysis.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/CycloneDX@cyclonedx-core-java/gha_docs.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/CyclopsMC@EvilCraft/gha_close-issues-no-response.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/DSpace@DSpace/gha_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/DanielLiu1123@grpc-starter/gha_create-tweet-on-x.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/DataDog@datadog-api-client-java/gha_stale.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/Decathlon@tzatziki/gha_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/Delta-Icons@android/gha_update_requests.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/DependencyTrack@hyades/gha_build-native-vulnerability-analyzer.yml,Question_06.1,4,no,no. job name is not descriptive enough. jobs.call-build.name,"['gemma3:12b', 'phi4:14b']","['llama3.1:8b', 'mistral:7b']",2,2,50,2,2,0,TRUE,n/a,"{'yes': 2, 'no': 2, 'n/a': 0}",manual_check,TRUE,2,2,1,,,,
java/Difegue@DoujinSoft/gha_backup.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/Ellpeck@NaturesAura/gha_release.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/Erudika@para/gha_latest-base.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/Erudika@scoold/gha_tag.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/EternalCodeTeam@EternalCore/gha_autoapprove.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/Euphillya@Skyllia/gha_build-dev.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/EventStore@EventStoreDB-Client-Java/gha_tests.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/EventStore@samples/gha_build.cqrs_flow.dotnet.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/FEMR@femr/gha_scala.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/FIXTradingCommunity@fix-orchestra/gha_maven.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/FTBTeam@FTB-App/gha_awaiting-reply.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/FTBTeam@FTB-Chunks/gha_build.yml,Question_06.1,4,yes,yes.,"['llama3.1:8b', 'mistral:7b']","['gemma3:12b', 'phi4:14b']",2,2,50,2,1,1,TRUE,n/a,"{'yes': 2, 'no': 1, 'n/a': 1}",manual_check,TRUE,2,1,2,,,,
java/FabricMC@fabric-docs/gha_markdownlint.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/FabricMC@fabric-loader/gha_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/FabricMC@yarn/gha_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/FairyProject@fairy/gha_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/FalsePattern@FalseTweaks/gha_build-and-test.yml,Question_06.1,4,n/a,n/a. the job name is determined by the reused workflow.,"['gemma3:12b', 'phi4:14b']","['llama3.1:8b', 'mistral:7b']",2,2,50,2,0,2,TRUE,n/a,"{'yes': 2, 'no': 0, 'n/a': 2}",true_positive,FALSE,2,0,3,,,,
java/FasterXML@jackson-datatypes-collections/gha_dep_build_v3.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/FgForrest@evitaDB/gha_docker-canary.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/FirebirdSQL@jaybird/gha_codeql.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/FluentLenium@FluentLenium/gha_e2e-workflow.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/Foulest@RepairKit/gha_dependency-review.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/FoundationDB@fdb-record-layer/gha_mixed_mode_test.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/GTNewHorizons@GT5-Unofficial/gha_build-and-test.yml,Question_06.1,4,n/a,n/a. the job name is defined in the reused workflow.,"['gemma3:12b', 'phi4:14b']","['llama3.1:8b', 'mistral:7b']",2,2,50,2,0,2,TRUE,n/a,"{'yes': 2, 'no': 0, 'n/a': 2}",true_positive,FALSE,2,0,3,,,,
java/GTNewHorizons@NewHorizonsCoreMod/gha_build-and-test.yml,Question_06.1,4,n/a,n/a. the job name is defined in the reused workflow.,"['gemma3:12b', 'phi4:14b']","['llama3.1:8b', 'mistral:7b']",2,2,50,2,0,2,TRUE,n/a,"{'yes': 2, 'no': 0, 'n/a': 2}",true_positive,FALSE,2,0,3,,,,
java/GetStream@stream-java/gha_initiate_release.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/GoogleCloudPlatform@bigquery-etl-dataflow-sample/gha_maven.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/GoogleCloudPlatform@dlp-dataflow-deidentification/gha_action.yml,Question_06.1,4,no,no. job names are not descriptive. jobs.<job_id>.name,"['gemma3:12b', 'phi4:14b']","['llama3.1:8b', 'mistral:7b']",2,2,50,2,2,0,TRUE,n/a,"{'yes': 2, 'no': 2, 'n/a': 0}",manual_check,TRUE,2,2,1,,,,
java/GoogleCloudPlatform@google-cloud-spanner-hibernate/gha_maven.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/GrapheneOS@Auditor/gha_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/GrapheneOS@Camera/gha_build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/Graylog2@graylog2-server/gha_changelog.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/HDFGroup@hdfview/gha_clang-format-check.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/HL7@fhir-ig-publisher/gha_bidi-checker.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/HamaWhiteGG@langchain-java/gha_maven-build.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/Hendrix-Shen@MagicLib/gha_CI.yml,Question_06.1,4,yes,yes.,"['llama3.1:8b', 'mistral:7b']","['gemma3:12b', 'phi4:14b']",2,2,50,2,1,1,TRUE,n/a,"{'yes': 2, 'no': 1, 'n/a': 1}",manual_check,TRUE,2,1,2,,,,
java/HermesGermany@galapagos/gha_dockerhub.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
java/Hexlet@hexlet-correction/gha_github-ci.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b']",['phi4:14b'],3,1,75,3,1,0,FALSE,n/a,"{'yes': 3, 'no': 1, 'n/a': 0}",not_flagged,FALSE,3,1,1,,,,
java/IQSS@dataverse/gha_maven_unit_test.yml,Question_06.1,4,yes,yes.,"['gemma3:12b', 'llama3.1:8b', 'mistral:7b', 'phi4:14b']",[],4,0,100,4,0,0,FALSE,n/a,"{'yes': 4, 'no': 0, 'n/a': 0}",not_flagged,FALSE,4,0,1,,,,
