filename,model,line_count,job_count,step_count,section_1.1,section_1.2,section_1.3,section_1.4,section_1.5,section_2.1,section_2.2,section_2.3,section_2.4,section_2.5,section_2.6,section_2.7,section_2.8,section_2.9,section_2.10,section_2.11,section_3.1,section_3.2,section_3.3,section_3.4,section_3.5,section_3.6,section_3.7,section_3.8,section_4.1,section_4.2,section_4.3,section_4.4,section_4.5,section_5.1,section_5.2,section_5.3,section_5.4,section_5.5,section_5.6,section_5.7,section_5.8,section_5.9,section_5.10,section_5.11,section_5.12,section_5.13,section_5.14,section_5.15,section_5.16,section_6.1,section_6.2,section_6.3,section_6.4,section_6.5,section_6.6,section_6.7,section_6.8,section_6.9,section_6.10,section_6.11,section_6.12,section_6.13,section_6.14,section_6.15,section_6.16,section_6.17,section_6.18,section_6.19,section_6.20,section_6.21,section_6.22,section_6.23,section_6.24,section_6.25,section_6.26,section_6.27,section_6.28,section_6.29,section_6.30,section_7.1,section_7.2,section_7.3,section_8.1,section_8.2,section_8.3,section_9.1,section_9.2,section_9.3,section_9.4,section_9.5,section_10.1,section_10.2,section_10.3,section_10.4,section_10.5,section_10.6,section_11.1,section_11.2,section_11.3,section_11.4,section_11.5,section_11.6,section_11.7,section_12.1,section_12.2
java/CROSSINGTUD@CryptoAnalysis/gha_merge_queue_ubuntu.yml,mistral:7b,33,3,6,Yes.,Yes.,N/A. Input validation is not shown in the provided YAML.,No. No workflow-level description is provided to explain the purpose and context of the automation.,Yes.,No. on event is set to 'merge_group' which can be too broad.,Yes.,N/A. The runner image is not explicitly pinned to a specific version.,N/A. The runner image is not explicitly updated to a newer version.,N/A. No schedule configuration is provided.,"N/A. The pull_request_target event is used, but no safeguards are specified.",N/A. The fetch-depth parameter is not configured in the actions/checkout step.,N/A. No explicit versioning for runners or system dependencies is provided.,N/A. No fragile synchronization methods are used in this workflow.,N/A. The runner image is not explicitly versioned.,No. Missing branch filtering in push event.,Yes.,N/A. GITHUB_TOKEN access level is not controlled explicitly in this workflow.,"No. The workflow could potentially be simplified by consolidating steps into a single job if the analysis, scanner-android, and scanner-soot jobs share common steps.",N/A. No tokens are used for publishing or releasing artifacts in this workflow.,Yes.,N/A. Permissions are not explicitly defined in this workflow.,N/A. Job-level permissions are not scoped narrowly to follow the principle of least privilege in this workflow.,N/A. Job permissions are not explicitly scoped in this workflow.,Yes.,No. jobs.<job_id>.steps.<step_id>.run.<run_id>.shell is not explicitly set for all run steps.,Yes.,N/A. No environment variables are defined at the workflow level in this configuration.,No. The default shell and working directory settings are not consistent across jobs.,Yes.,N/A.,N/A.,No. MINIKUBE_VERSION and KUBERNETES_VERSION are exposed in the workflow,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,Yes.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,No. Uses are not pinned to specific commit SHAs.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,No. Jobs are not modular.,N/A.,Yes.,No. No explicit dependencies are defined between jobs.,N/A.,Yes.,No. Jobs do not pass data to subsequent jobs.,N/A. There are no job outputs defined or used in this multi-job flow.,No. Concurrency is not explicitly configured.,N/A. The question does not relate to the configuration provided as there are no concurrent jobs defined.,N/A. The question does not relate to the configuration provided as there are no workflow executions defined.,N/A. The question does not relate to the configuration provided as there are no concurrent job executions defined.,No. Concurrency is not explicitly configured.,Yes.,N/A.,No. No timeout value is specified for individual jobs in the workflow.,No. No timeout value is defined for the entire workflow or jobs.,N/A.,"No. No timeout value is specified for individual jobs, which could potentially lead to indefinite execution.",Yes.,No. Matrix builds and fail-fast behavior are not defined.,N/A. There is no evidence of duplicate-skipping strategies in this workflow.,N/A. The provided configuration does not show the use of dynamic or scoped cache keys.,N/A. Dependency caching is not implemented using 'actions/cache' or similar.,No. Matrix variable 'JAVA_VERSION' is not validated or constrained to supported values.,N/A. The provided configuration does not show the use of a caching strategy within matrix jobs.,Yes.,N/A.
java/CallmeSHaobe@123Technology/gha_build-and-test.yml,mistral:7b,10,1,1,Yes.,Yes.,No. The validation of 'tag_name' is not shown in the provided YAML.,N/A. No workflow-level description is provided.,Yes.,Yes.,No. on key does not specify events,Yes.,N/A. The runner image version is not specified.,N/A. No schedule configuration provided.,"N/A. pull_request event, but no safeguards mentioned in the YAML.",N/A. fetch-depth parameter not found.,N/A. System dependencies not specified.,N/A. No fragile synchronization methods found.,N/A. Runner versioning not specified.,No. Missing branch filtering in push event.,Yes.,No. The access level for the GITHUB_TOKEN is not explicitly controlled at workflow or job level.,N/A. There are no dependencies defined in this workflow.,N/A. No tokens are used for publishing or releasing artifacts in this workflow.,Yes.,N/A. Permissions are not explicitly defined in this workflow.,N/A. Job-level and workflow-level permissions are not scoped in this workflow.,N/A. Job permissions are not explicitly scoped in this workflow.,Yes.,No. jobs.build-and-test.steps.<step_id>.run does not explicitly set the shell.,N/A.,N/A.,No. The default shell is not consistently defined across steps and jobs.,Yes.,Yes.,No. Environment variables are not validated before use.,Yes.,N/A. No hardcoded credentials found in the provided configuration.,Yes.,N/A. Docker build process details not provided.,Yes.,N/A. No use of elevated privileges found in the provided configuration.,N/A. Docker build process details not provided.,Yes.,Yes.,Yes.,Yes.,No. Excessive environment variables set using $GITHUB_ENV.,N/A. Required environment variable 'WEB3_PROVIDER_URL' not used in the provided configuration.,Yes.,Yes.,Yes. The runner is specified as 'ubuntu-latest'.,Yes.,N/A. No secrets are hardcoded in the provided YAML.,N/A. User inputs are not validated for platform and bootjdk-platform parameters.,N/A. Input validation is not implemented for platform and bootjdk-platform parameters.,N/A.,Yes. Dependencies are cached using the 'uses' keyword.,N/A.,Yes. Third-party actions are pinned to specific commit SHAs.,Yes. Failure handling and notifications are included through GitHub's built-in mechanisms.,N/A.,N/A.,N/A.,N/A.,Yes. Command-line tools are wrapped with proper failure detection.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes. Caching is used for dependencies.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,Yes.,Yes.,Yes.,Yes.,"No. Job outputs are not defined and used in this workflow as it inherits another workflow. However, check for missing outputs in the inherited workflow.",No. Concurrency is not explicitly configured.,N/A. The question does not relate to the configuration provided.,N/A. The question does not relate to the configuration provided.,N/A. The question does not relate to the configuration provided.,No. Concurrency is not explicitly configured.,Yes.,No. No time limit is explicitly set for the workflow.,N/A.,N/A.,N/A.,Yes.,Yes.,Yes.,N/A. The provided YAML does not show any duplicate-skipping strategies.,Yes.,Yes.,No. Matrix variables are not explicitly validated or constrained.,N/A. The matrix jobs do not have a caching mechanism defined.,Yes.,N/A.
java/Cap-go@capacitor-inappbrowser/gha_test.yml,mistral:7b,56,3,15,Yes.,Yes.,No. Input 'tag_name' is not used in release steps.,N/A. No workflow-level description provided.,Yes.,Yes.,"No. The push event does not specify the types, but it is limited to renovate branches.",Yes.,N/A. The runner image version is not specified as 'latest'.,N/A. No schedule configuration provided.,No. The pull_request event does not have any safeguards specified.,N/A. The fetch-depth parameter is not present in the provided YAML.,N/A. No explicit versioning for runners and system dependencies found.,N/A. No fragile synchronization methods like 'sleep' or 'xvfb-run' are used.,N/A. The runner is not explicitly versioned.,No. The push event does not have branch filtering.,N/A.,No. GITHUB_TOKEN access level is not controlled at workflow or job level.,Yes.,N/A.,Yes.,N/A.,"Yes. (for jobs, but not explicitly for permissions)",No. Insecure permissions are used in the setup-java action.,Yes.,N/A. The workflow does not specify a default shell or working directory for individual steps.,Yes.,N/A. No environment variables related to cloud services are found in this workflow.,N/A. The workflow does not specify a default shell or working directory for individual steps.,Yes.,No. Environment variables are not defined for all jobs and specific steps.,N/A. No validation of environment variables is observed in the provided workflow.,Yes.,N/A. Credentials are not hardcoded in the provided files.,N/A. curl is not used to download binaries from external sources in the provided workflow.,N/A. The Docker build process is not observed in the provided workflow.,Yes.,N/A. No elevated privileges are observed in the provided workflow.,N/A. The Docker build process is not observed in the provided workflow.,N/A. Container images and external resources are not explicitly defined to prevent ambiguity or accidental use of unintended sources in the provided workflow.,N/A. Sensitive environment variables are not passed securely to commands in the provided workflow.,N/A. Environment-specific paths or variables are not dynamically resolved in the provided workflow.,Yes.,N/A. No excessive environment variables set using $GITHUB_ENV is observed in the provided workflow.,No. Missing required environment variable 'WEB3_PROVIDER_URL' in tests job.,Yes.,Yes.,Yes.,N/A.,N/A.,No. No validation for user inputs.,No. No input validation.,N/A.,Yes.,Yes.,N/A.,Yes.,N/A.,No. Runners are OS-specific.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,Yes. Partially,No. No input validation.,Yes.,Yes.,Yes. Partially,N/A.,Yes.,No. Dependencies between jobs are not explicitly defined.,N/A. There is no need keyword used to declare dependencies between jobs.,Yes.,No. Jobs do not pass data to subsequent jobs.,N/A. There are no job outputs defined or used in this workflow.,No. Concurrency is not explicitly configured.,N/A. The question does not relate to the configuration provided.,N/A. The question does not relate to the configuration provided.,N/A. The question does not relate to the configuration provided.,No. Concurrency is not explicitly configured.,Yes.,No. No time limit is set for the workflow as a whole.,N/A. The timeout value is not specified at the job level.,No. No timeout limits are defined for jobs to prevent long-running or stalled executions.,"N/A. Appropriate timeouts are not configured for steps, but they are not explicitly set for jobs either.",No. Timeouts are not set for jobs to prevent indefinite execution due to stuck processes.,Yes.,Yes.,N/A. The configuration does not use duplicate-skipping strategies.,N/A. There is no dynamic or scoped cache key usage observed in the provided YAML.,N/A. Dependency caching is not implemented using 'actions/cache' or similar.,No. Matrix variables are not validated or constrained to supported values.,N/A. There is no matrix job in the provided YAML.,Yes.,N/A.
java/CatimaLoyalty@Android/gha_contributors-to-file.yml,mistral:7b,40,1,3,Yes.,Yes.,N/A. The provided workflow does not use any inputs that are validated for format.,No. No workflow-level description is provided to explain the purpose and context of the automation.,Yes.,No. on event is only 'workflow_dispatch' and 'schedule'.,Yes.,N/A. The runner image does not have a specific version pinned.,N/A. The runner image does not specify an outdated or up-to-date version.,"Yes, the workflow is scheduled using cron.",N/A. The pull_request_target event is not used in this workflow.,N/A. The fetch-depth parameter is not specified in actions/checkout.,N/A. System dependencies are not explicitly pinned to specific versions.,N/A. No fragile synchronization methods like 'sleep' or 'xvfb-run' are used.,N/A. The runner is not explicitly versioned.,No. Missing branch filtering in push event.,Yes.,N/A. The access level for the GITHUB_TOKEN is not controlled explicitly at workflow or job level in this configuration.,N/A. There are no dependencies between jobs defined in this workflow.,N/A. No tokens are used for publishing or releasing artifacts in this workflow.,Yes.,N/A. Permissions are not explicitly defined in this workflow.,N/A. Job-level permissions are not scoped narrowly to follow the principle of least privilege in this workflow.,N/A. Job permissions are not explicitly scoped in this workflow.,Yes.,Yes.,Yes.,Yes.,N/A.,Yes.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,Yes.,Yes.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,"No. Lack of modular structure, no separate job for testing in workflow",N/A.,Yes.,Yes.,Yes.,Yes.,Yes.,N/A. The provided workflow does not pass data between jobs.,No. Concurrency is not explicitly configured.,N/A. The question does not relate to the configuration provided.,N/A. The question does not relate to the configuration provided.,N/A. The question does not relate to the configuration provided.,No. Concurrency is not explicitly configured.,Yes.,N/A.,Yes. jobs.contributors_to_file.timeout-minutes,Yes. The timeout is defined within the job (jobs.contributors_to_file),Yes. Appropriate timeouts are configured for each step in the workflow,Yes.,Yes.,Yes.,N/A.,No. caching strategy is not defined using dynamic or scoped cache keys.,N/A.,N/A.,N/A.,Yes.,N/A.
java/CleanroomMC@Fugue/gha_release.yml,mistral:7b,29,1,6,Yes.,Yes.,No. The input 'tag_name' is not validated for expected formats in this workflow.,N/A. No workflow-level description provided.,Yes.,Yes.,No. Missing event specification in the on clause.,Yes.,N/A. The runner image is not explicitly updated to a specific version.,N/A. No schedule configuration provided.,N/A. pull_request_target event is not used.,N/A. fetch-depth parameter not specified in the actions/checkout step.,N/A. System dependencies are not explicitly pinned to specific versions.,N/A. No fragile synchronization methods found.,No. Using 'ubuntu-latest' which is a floating tag.,No. Missing branch filtering in push event.,N/A.,Yes.,"No. The workflow could potentially be simplified by consolidating the 'Set up JDK 21', 'Set up Gradle' and 'Add permission' steps into a single job.",N/A.,Yes.,Yes.,No. The workflow does not explicitly enforce least privilege at the job level.,N/A.,Yes.,"No. jobs.build.steps[3].run does not explicitly set the shell, but it inherits from the default (ubuntu-latest)",Yes.,N/A. No environment variables are defined at the workflow or job level in this configuration.,"No. jobs.build.steps[0] uses actions/checkout@v4.2.0, which does not explicitly set a shell, while jobs.build.steps[1], jobs.build.steps[2], and jobs.build.steps[4] use actions/setup-java@v4.4.0 and gradle/actions/setup-gradle@v4.1.0, which do not explicitly set a shell but inherit from the default (ubuntu-latest). This inconsistency may cause issues.",Yes.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,Yes.,Yes.,Yes.,N/A.,No. Secrets are hardcoded in the YAML file.,N/A.,N/A.,N/A.,Yes.,Yes.,No. Third-party actions are not pinned to specific commit SHAs.,N/A.,N/A.,Yes.,N/A.,No. Third-party actions are not kept up to date with the latest stable versions.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,Yes. Partially,N/A.,N/A.,N/A.,No. Jobs are not modular with separate testing.,N/A.,Yes.,"No. Jobs do not have explicit dependencies defined, but they are executed sequentially due to the order of steps within the 'build' job.",Yes. The dependency between jobs is declared using the needs key in the YAML file.,Yes.,N/A.,N/A.,No. Concurrency is not explicitly configured in the provided workflow.,N/A. The question does not relate to the configuration provided as there are no concurrent jobs defined.,N/A. The question does not relate to the configuration provided as there are no concurrent jobs defined.,N/A. The question does not relate to the configuration provided as there are no concurrent jobs defined.,No. Concurrency is not explicitly configured in the provided workflow.,Yes.,N/A.,No. No timeout value is specified for the job in the YAML key jobs.build.timeout-minutes.,No. No timeout limit is defined for the workflow or individual jobs.,N/A.,"No. No timeout value is set for the jobs, which could potentially lead to indefinite execution due to stuck processes.",Yes.,No. Matrix builds and fail-fast behavior are not defined.,N/A. The provided workflow does not use duplicate-skipping strategies.,N/A. The provided workflow does not use dynamic or scoped cache keys.,N/A. Dependency caching is not implemented in the provided workflow.,No. Matrix variables (like Python versions) are not validated or constrained to supported values.,No. A caching strategy is not used within matrix jobs to avoid redundant work across configurations.,Yes.,N/A.
java/CloudExplorer-Dev@CloudExplorer-Lite/gha_issue-comment.yml,mistral:7b,33,2,4,Yes.,Yes.,N/A. The workflow does not use any inputs.,No. No workflow-level description is provided.,Yes.,No. The trigger is too broad (all issue_comment events).,Yes.,N/A. The runner image is not explicitly pinned to a specific version.,"N/A. The runner image version is not specified, so it's unclear if it's up-to-date.",N/A. No scheduling configuration is provided.,N/A. There are no pull_request events or permissions involved in this workflow.,N/A. The fetch-depth parameter is not specified in the checkout step.,N/A. No dependencies are explicitly pinned to specific versions.,N/A. No fragile synchronization methods like 'sleep' or 'xvfb-run' are used in this workflow.,N/A. The runner is not explicitly versioned.,N/A. There is no branch filtering provided for the push event.,N/A.,No. GITHUB_TOKEN access level is not controlled at workflow or job level.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,No. jobs.<job_id>.steps.<step_id>.run.<run_id>.shell is not explicitly set for all run steps.,Yes.,N/A. The workflow does not define critical environment variables.,N/A. The workflow does not have multiple jobs or steps to compare consistency.,N/A.,No. No environment variables defined for jobs or specific steps,N/A.,No. MINIKUBE_VERSION and KUBERNETES_VERSION are exposed in the workflow,N/A.,N/A.,N/A.,No. Tool and dependency versions are not managed in a maintainable way,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,No. Excessive environment variables set using $GITHUB_ENV,No. Missing required environment variable 'WEB3_PROVIDER_URL' in jobs,Yes.,Yes.,Yes.,N/A.,No. secrets are not stored securely in GitHub's Secret Manager.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,No. there is no failure handling and notification mechanism.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,"No. the workflow is not designed according to best practices regarding security, modularity, and maintainability.",N/A.,N/A.,N/A.,"No. jobs are not modular with setup, testing, and deployment clearly separated.",No. there is no job isolation.,Yes.,"No. The workflow does not have explicit job dependencies defined. However, the if conditions ensure that the jobs only run for specific scenarios.",N/A.,Yes.,No. Jobs do not pass data to subsequent jobs.,N/A. There are no job outputs defined or used in this workflow.,N/A.,No. No concurrent limits are set for the workflow or jobs.,N/A.,N/A.,N/A.,N/A.,No. No time limit is set for the workflow as a whole.,No. The timeout value is not specified for individual jobs.,No. Timeout limits are not defined for jobs in this workflow.,N/A.,No. No timeouts are set for jobs to prevent indefinite execution due to stuck processes.,N/A.,N/A.,N/A.,N/A.,N/A.,No. Matrix variables are not defined in this workflow.,N/A.,Yes.,N/A.
java/Col-E@Recaf/gha_build.yml,mistral:7b,140,3,19,Yes.,Yes.,N/A. The workflow does not use any release steps that require input validation.,No. No workflow-level description is provided to explain the purpose and context of the automation.,Yes.,Yes.,No. Missing explicit event specification in push event filter.,Yes.,N/A. The runner image is not explicitly pinned to a specific version.,N/A. No schedule configuration provided.,No. Missing appropriate safeguards for pull_request event.,N/A. The fetch-depth parameter is not specified in actions/checkout.,N/A. System dependencies are not explicitly pinned to specific versions.,N/A. No fragile synchronization methods like 'sleep' or 'xvfb-run' found.,N/A. The runner is not explicitly versioned.,No. Missing branch filtering in push event filter.,Yes.,No. The GITHUB_TOKEN access level is not controlled at workflow or job level.,"N/A. There are no explicit dependencies between jobs, but the structure could potentially be simplified by consolidating steps into a single job.",Yes.,Yes.,N/A. Permissions are not explicitly defined in this configuration.,N/A. Workflow-level permissions are not explicitly scoped.,N/A. Job permissions are not explicitly scoped.,Yes.,No. jobs.test.steps.<step_id>.run does not explicitly set the shell.,Yes.,N/A. Environment variables are defined at the appropriate scope (workflow level).,No. The default shell is not consistently set across steps within a job.,Yes.,Yes.,N/A. No validation is performed.,Yes.,N/A. Credentials are not hardcoded in the provided configuration.,N/A. curl is not used to download binaries from external sources.,N/A. Docker build process is not shown in the provided configuration.,Yes.,N/A. No elevated privileges are used in the workflow.,N/A. Docker build process is not shown in the provided configuration.,N/A. Container images and external resources are explicitly defined.,Yes.,N/A. Environment-specific paths or variables are not dynamically resolved.,N/A. Sensitive environment variables are not used in the provided configuration.,N/A. Sensitive environment variables are not scoped to specific steps or jobs.,Yes.,Yes.,Yes.,Yes.,Yes.,N/A.,N/A.,N/A.,N/A.,Yes.,Yes.,No. Uses unpinned actions.,Yes.,N/A.,Yes.,N/A.,N/A.,Yes.,N/A.,No. Conditional job execution handled using manual workarounds.,N/A.,N/A.,N/A.,N/A.,Yes.,"Yes. Partially: Best practices regarding security, modularity, and maintainability are not fully followed.",N/A.,N/A.,N/A.,No. Jobs lack modular structure.,N/A.,Yes.,Yes.,Yes.,Yes.,"No. Jobs do not pass data directly to subsequent jobs, but they can share outputs and artifacts.","N/A. Job outputs are defined and used appropriately within each job, but the question asks about passing data between jobs.",No. Concurrency is not explicitly configured.,Yes.,Yes.,Yes.,N/A.,Yes.,N/A.,Yes. jobs.build-and-release.timeout-minutes,Yes. The timeout is defined for the workflow as a whole (10 minutes) and also for individual jobs.,Yes. Appropriate job and step timeouts are configured.,Yes.,Yes.,Yes.,N/A.,N/A.,N/A.,No. Matrix variable 'java-version' is not validated.,N/A.,Yes.,No. continue-on-error is not used in this workflow.
java/ConsensusJ@consensusj/gha_gradle-wrapper-validation.yml,mistral:7b,9,1,2,Yes.,Yes.,N/A. The provided configuration does not include input validation.,No. No workflow-level description is provided to explain the purpose and context of the automation.,Yes.,Yes.,"No. on event 'push' and 'pull_request' are not specified explicitly. Instead, they are referenced indirectly through the 'on' key.",Yes.,N/A. The runner image version is not compared to an up-to-date one.,N/A. No schedule configuration is provided.,"N/A. pull_request_target event is used, but no safeguards are explicitly mentioned in the provided YAML.",N/A. The fetch-depth parameter is not specified in actions/checkout.,N/A. No explicit versioning for runners and system dependencies is shown.,N/A. No fragile synchronization methods are used in the provided YAML.,No. runner explicitly uses 'ubuntu-latest' which is a floating tag.,No. Branch filtering is missing in push event filter.,N/A.,No. GITHUB_TOKEN access level is not controlled at workflow or job level.,Yes.,N/A.,Yes.,N/A.,Yes.,No. Job permissions are not explicitly scoped to follow the principle of least privilege.,Yes.,Yes.,Yes.,N/A. The provided configuration does not define any environment variables.,Yes.,Yes.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,Yes.,Yes.,Yes.,N/A.,No. Secrets are hardcoded in the YAML file.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,No. No failure handling or notification mechanisms are provided.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes. Partially,N/A.,N/A.,N/A.,No. Jobs are not modular.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,N/A.,No. Concurrency is not explicitly configured in the provided workflow.,"N/A. The question does not relate to the configuration provided as it asks about limiting concurrent runs of a workflow or job, but this workflow does not have any defined jobs.",No. Concurrency control is not explicitly configured in the provided workflow.,"N/A. The question does not relate to the configuration provided as it asks about implementing concurrency control to prevent overlapping or duplicate workflow executions, but this workflow does not have any defined jobs.",No. A concurrency key is not used in the provided workflow.,Yes.,"N/A. This question refers to a time limit set for the entire workflow, which is not specified in this configuration.",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,N/A. The provided workflow does not use duplicate-skipping strategies.,N/A. The provided workflow does not define dynamic or scoped cache keys.,N/A. Dependency caching is not implemented in the provided workflow.,N/A. Matrix variables are not defined in the provided workflow.,N/A. The provided workflow does not use matrix jobs.,Yes.,N/A.
java/ControlSystemStudio@phoebus/gha_build_latest.yml,mistral:7b,28,1,4,Yes.,Yes.,N/A.,No. No workflow-level description provided.,Yes.,"No. The trigger is too broad as it runs on all branches, specifically master.",Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,No. Missing branch filtering in push event filter.,N/A.,No. GITHUB_TOKEN access level is not controlled at workflow or job level.,Yes.,No. Tokens used for publishing artifacts are not scoped specifically to the job and stored securely.,N/A.,N/A.,N/A.,N/A.,Yes.,No. jobs.build.steps[1].run does not explicitly set the shell.,Yes.,N/A. No environment variables are defined in this workflow.,"N/A. The default shell is not explicitly set across steps, but it should be consistent and secure.",Yes.,N/A.,N/A.,No. Secrets MINIKUBE_VERSION and KUBERNETES_VERSION are not properly managed using GitHub Secrets.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,Yes.,Yes. runs-on key,N/A.,No. secrets are not stored securely in GitHub's Secret Manager,N/A.,N/A.,N/A.,"Yes. dependencies (Maven and Java) are used repeatedly, but no explicit caching is mentioned",No. long Maven build command in deployment steps,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,No. command-line tools (mvn) are not wrapped with proper failure detection,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,"No. workflow is not designed according to best practices regarding security, modularity, and maintainability (lack of input validation, error handling, caching, etc.)",N/A.,N/A.,N/A.,"No. jobs are not modular with setup, testing, and deployment clearly separated",N/A.,Yes.,No. No job dependencies are defined explicitly.,N/A.,N/A.,Yes.,No. No job outputs are defined or used to pass data between jobs.,No. Concurrency is not explicitly configured.,N/A. Concurrent limits are not applicable in this workflow as it does not have multiple jobs running concurrently.,N/A. Concurrency control is not applicable in this workflow as it does not have multiple workflows executing concurrently.,N/A. Concurrency control for managing parallel executions safely is not applicable in this workflow as it does not have multiple jobs running concurrently.,No. A concurrency key is not used to prevent overlapping runs.,No. No timeout is explicitly set for the workflow or jobs.,N/A. Time limit sets are not applicable in this configuration.,No. The 'timeout-minutes' value is not specified for any job.,No. No timeout limits are defined for jobs or the workflow.,N/A. Appropriate timeouts are not applicable in this configuration as no long-running steps are defined.,Yes.,Yes.,No. fail-fast behavior is not defined.,N/A. No duplicate-skipping strategies are used in this workflow.,N/A. Cache keys are not dynamic or scoped in this workflow.,N/A. Dependency caching is not implemented using 'actions/cache' or similar.,No. Matrix variable 'java-version' is not validated.,No. A caching strategy is not used within matrix jobs to avoid redundant work.,Yes.,N/A.
java/CorfuDB@CorfuDB/gha_integration-test.yml,mistral:7b,29,1,5,Yes.,Yes.,N/A. The provided workflow does not use inputs.,No. No workflow-level description is provided.,Yes.,Yes.,No. on event is only pull_request,Yes.,N/A. The runner image version is not compared to the latest one.,N/A. No schedule configuration provided.,"N/A. Pull request target event is used, but no safeguards are explicitly mentioned.",Yes.,Yes.,N/A. No fragile synchronization methods like 'sleep' or 'xvfb-run' are found in the provided workflow.,No. runner is not explicitly versioned.,No. Branch filtering is missing in push event filter.,Yes.,N/A. GITHUB_TOKEN access level is not explicitly controlled in this workflow.,No. The workflow could potentially be simplified by consolidating the build and test steps into a single job.,N/A. No tokens are used for publishing or releasing artifacts in this workflow.,Yes.,N/A. Permissions are not explicitly defined in this workflow.,N/A. Job-level permissions are not explicitly scoped to follow the principle of least privilege in this workflow.,N/A. Job permissions are not explicitly scoped in this workflow.,Yes.,Yes.,Yes.,N/A. No environment variables are defined in the provided configuration.,Yes.,Yes.,Yes.,N/A. No validation is shown in the provided workflow.,Yes.,N/A. The configuration does not show any hardcoded credentials.,N/A. curl is not used to download binaries from external sources in this workflow.,N/A. The Docker build process is not shown in the provided workflow.,Yes.,N/A. No elevated privileges are shown in the provided workflow.,N/A. The Docker build process is not shown in the provided workflow.,N/A. Container images and external resources are not explicitly defined in this workflow.,Yes.,N/A. No dynamic resolution of environment variables or paths is shown in the provided workflow.,Yes.,N/A. No excessive environment variables set using $GITHUB_ENV are shown in the provided workflow.,N/A. The required environment variable 'WEB3_PROVIDER_URL' is not used in this specific job.,Yes.,Yes.,Yes.,Yes.,N/A.,No. No validation for user inputs in the provided workflow.,No. No input validation in place for the platform and bootjdk-platform parameters.,N/A.,Yes.,Yes.,Yes.,Yes.,N/A.,Yes.,Yes.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,No. No validation or sanitization for inputs.,N/A.,N/A.,N/A.,N/A.,Yes.,No. No explicit job dependencies are defined.,Yes.,Yes.,Yes.,N/A. No job outputs are defined or used in this workflow.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,N/A. Time limits are not explicitly set at the workflow level.,"Yes, jobs.<job_id>.timeout-minutes value is defined for each job (5729870875451680496:integration_test: 30)","Yes, timeout limits are defined for jobs to prevent long-running or stalled executions.","Yes, appropriate job timeouts are configured (jobs.<job_id>.timeout-minutes value is set for each step).",Yes.,Yes.,Yes.,N/A. The provided workflow does not use duplicate-skipping strategies.,Yes.,Yes.,N/A. The provided workflow does not define matrix variables for validation.,N/A. The provided workflow does not use a matrix.,Yes.,N/A.
